article_id,store_id,promo_year,event_code,promo_type,start_date,end_date,is_in_flyer,flyer_code
9746880,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746897,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746903,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746910,228,2017,I5,11,2017-05-04,2017-12-31,f,
7869208,228,2017,D0,10,2017-11-13,2017-11-23,f,
9746927,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746934,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746941,228,2017,I5,11,2017-05-04,2017-12-31,f,
9746965,228,2017,I5,11,2017-05-04,2017-12-31,f,
9747153,228,2017,T7,67,2017-11-06,2017-11-26,t,
9747214,228,2017,T7,67,2017-11-06,2017-11-26,t,
7521878,228,2017,D0,11,2017-11-13,2017-11-23,t,E
9750450,228,2017,Z7,30,2017-07-06,2017-12-31,f,
9750467,228,2017,Z7,30,2017-07-06,2017-12-31,f,
9755073,228,2017,Z8,11,2017-08-10,2017-11-30,f,
6300801,228,2017,D0,11,2017-11-13,2017-11-23,f,
8888949,228,2017,D0,67,2017-11-13,2017-11-23,f,
9756193,228,2017,Z8,11,2017-08-10,2017-11-30,f,
9756216,228,2017,Z8,11,2017-08-10,2017-11-30,f,
9757190,228,2017,I2,11,2017-02-26,2017-12-31,f,
8090601,228,2017,D0,67,2017-11-13,2017-11-23,f,
7495414,228,2017,D0,11,2017-11-13,2017-11-23,t,E
9757749,228,2017,D0,11,2017-11-13,2017-11-23,f,
9758869,228,2017,Z8,11,2017-08-10,2017-11-30,f,
8599319,228,2017,D0,11,2017-11-13,2017-11-23,f,
9764044,228,2017,L2,15,2017-11-01,2017-11-30,f,
9764990,228,2017,D0,11,2017-11-13,2017-11-23,t,
9768431,228,2017,Z8,11,2017-08-10,2017-11-30,f,
3334175,228,2017,D0,11,2017-11-13,2017-11-23,f,
9738212,228,2017,T7,67,2017-11-06,2017-11-26,t,
9782208,228,2017,ZZ,11,2017-08-24,2017-12-31,f,
993825,228,2017,D0,11,2017-11-13,2017-11-23,f,
9783274,228,2017,I8,11,2017-08-24,2018-12-31,f,
9784820,228,2017,I7,11,2017-07-01,2018-12-31,f,
9742257,228,2017,D0,11,2017-11-13,2017-11-23,f,
9784851,228,2017,I7,11,2017-07-01,2018-12-31,f,
9784936,228,2017,I7,11,2017-07-01,2018-12-31,f,
8756989,228,2017,D0,67,2017-11-13,2017-11-23,f,
7812976,228,2017,D1,11,2017-11-24,2017-11-29,t,
9799138,228,2017,Z6,30,2017-07-03,2017-12-31,f,
8449577,228,2017,D1,11,2017-11-24,2017-11-29,f,
9799428,228,2017,Z6,30,2017-07-03,2017-12-31,f,
9800933,228,2017,H2,11,2017-01-21,2017-12-31,f,
9801015,228,2017,H2,11,2017-01-21,2017-12-31,f,
7425770,228,2017,D0,11,2017-11-13,2017-11-23,f,
9810413,228,2017,ZZ,20,2017-02-25,2017-12-31,f,
9810468,228,2017,T7,67,2017-11-06,2017-11-26,t,
9810475,228,2017,ZZ,30,2017-04-07,2017-12-31,f,
9810710,228,2017,I7,11,2017-07-21,2018-12-31,f,
9815029,228,2017,T7,67,2017-11-06,2017-11-26,t,
9817450,228,2017,Z8,11,2017-08-10,2017-11-30,f,
9817474,228,2017,Z8,11,2017-08-10,2017-11-30,f,
9827916,228,2017,ZZ,11,2017-08-03,2017-12-31,f,
9832330,228,2017,M8,11,2017-11-08,2017-12-24,t,
9834235,228,2017,W2,30,2017-10-27,2017-11-30,f,
9834242,228,2017,W2,30,2017-10-27,2017-11-30,f,
9842896,228,2017,W2,11,2017-11-02,2018-02-02,f,
9842964,228,2017,W2,11,2017-11-02,2018-02-02,f,
9842971,228,2017,W2,11,2017-11-02,2018-02-02,f,
9843541,228,2017,ZZ,11,2017-10-22,2017-12-31,f,
9843718,228,2017,C7,11,2017-10-12,2017-12-31,t,
9843749,228,2017,C7,11,2017-10-12,2017-12-31,t,
9843817,228,2017,L2,30,2017-11-01,2017-11-30,f,
9848607,228,2017,L2,04,2017-11-10,2017-11-25,f,
9848621,228,2017,L2,04,2017-11-10,2017-11-25,f,
9848669,228,2017,L2,04,2017-11-10,2017-11-25,f,
9849956,228,2017,L2,04,2017-11-10,2017-11-25,f,
9849987,228,2017,L2,04,2017-11-10,2017-11-25,f,
9850006,228,2017,L2,04,2017-11-10,2017-11-25,f,
9850013,228,2017,L2,04,2017-11-10,2017-11-25,f,
9850044,228,2017,L2,04,2017-11-10,2017-11-25,f,
9850051,228,2017,L2,04,2017-11-10,2017-11-25,f,
9850082,228,2017,L2,04,2017-11-10,2017-11-25,f,
9852925,228,2017,L2,04,2017-11-10,2017-11-25,f,
9854875,228,2017,L2,04,2017-11-10,2017-11-25,f,
9854905,228,2017,L2,04,2017-11-10,2017-11-25,f,
9854929,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855117,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855124,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855131,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855193,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855452,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855483,228,2017,L2,04,2017-11-10,2017-11-25,f,
9855575,228,2017,L2,04,2017-11-10,2017-11-25,f,
588922,228,2017,D0,11,2017-11-13,2017-11-23,t,
9861309,228,2017,Z9,40,2017-10-27,2017-12-31,f,
9862566,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862597,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862603,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862610,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862627,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862641,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862665,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862672,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862689,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862702,228,2017,L2,04,2017-11-10,2017-11-25,f,
9862719,228,2017,L2,04,2017-11-10,2017-11-25,f,
9865420,228,2017,L2,04,2017-11-10,2017-11-25,f,
6965819,228,2017,D1,11,2017-11-24,2017-11-29,t,
9093656,228,2017,D0,20,2017-11-13,2017-11-23,f,
9865475,228,2017,L2,04,2017-11-10,2017-11-25,f,
8518587,228,2017,T7,67,2017-11-06,2017-11-26,t,
9865604,228,2017,L2,04,2017-11-10,2017-11-25,f,
9868506,228,2017,ZZ,30,2017-03-22,2017-12-31,f,
9868520,228,2017,C9,30,2017-11-02,2018-01-06,t,
9726592,228,2017,D0,67,2017-11-13,2017-11-23,f,
9869541,228,2017,J8,11,2017-04-29,2017-12-31,f,
5534559,228,2017,D0,67,2017-11-13,2017-11-23,f,
8551751,228,2017,D0,10,2017-11-13,2017-11-23,f,
9870554,228,2017,C7,11,2017-10-12,2017-11-30,t,
9871261,228,2017,Z9,11,2017-09-01,9999-12-31,f,
9875849,228,2017,W1,11,2017-10-12,2018-01-01,f,
5383348,228,2017,D0,67,2017-11-13,2017-11-23,f,
9880454,228,2017,D0,11,2017-11-13,2017-11-23,t,
9880782,228,2017,L2,20,2017-11-10,2017-12-08,f,
216689,228,2017,D0,11,2017-11-13,2017-11-23,t,
9885671,228,2017,Z8,11,2017-08-10,2017-11-30,f,
9890774,228,2017,W1,11,2017-10-06,2017-12-31,f,
9891566,228,2017,I2,11,2017-02-24,2017-12-31,f,
9895687,228,2017,D0,11,2017-11-13,2017-11-23,f,
9895694,228,2017,D0,11,2017-11-13,2017-11-23,f,
9895717,228,2017,D0,11,2017-11-13,2017-11-23,f,
9895779,228,2017,D0,11,2017-11-13,2017-11-23,f,
8895558,228,2017,D0,67,2017-11-13,2017-11-23,t,
263683,228,2017,D0,11,2017-11-13,2017-11-23,f,
8363255,228,2017,D0,10,2017-11-13,2017-11-23,f,
7447284,228,2017,D0,10,2017-11-13,2017-11-23,f,
9179138,228,2017,D0,11,2017-11-13,2017-11-23,f,
6812014,228,2017,D0,67,2017-11-13,2017-11-23,f,
5901139,228,2017,D1,15,2017-11-24,2017-11-29,f,
9758012,228,2017,D0,11,2017-11-13,2017-11-23,f,
8440901,228,2017,D1,20,2017-11-24,2017-11-29,f,
9831944,228,2017,D0,67,2017-11-13,2017-11-23,f,
7479728,228,2017,D0,11,2017-11-13,2017-11-23,t,E
8179184,228,2017,D1,11,2017-11-24,2017-11-29,t,
8179184,228,2017,D0,67,2017-11-13,2017-11-23,f,
623395,228,2017,D0,11,2017-11-13,2017-11-23,t,
7624715,228,2017,D0,04,2017-11-13,2017-11-23,t,
9197767,228,2017,D1,11,2017-11-24,2017-11-29,f,
5768329,228,2017,D0,20,2017-11-13,2017-11-23,t,
6891194,228,2017,D1,11,2017-11-24,2017-11-29,f,
7512777,228,2017,D0,04,2017-11-13,2017-11-23,t,
183509,228,2017,D0,11,2017-11-13,2017-11-23,t,
7780862,228,2017,D1,20,2017-11-24,2017-11-29,f,
6270937,228,2017,D0,15,2017-11-13,2017-11-23,f,
8245179,228,2017,D1,15,2017-11-24,2017-11-29,f,
2115881,228,2017,D0,67,2017-11-13,2017-11-23,f,
9754267,228,2017,D0,67,2017-11-13,2017-11-23,f,
8750055,228,2017,D0,10,2017-11-13,2017-11-23,f,
9149810,228,2017,D0,67,2017-11-13,2017-11-23,f,
9172719,228,2017,D0,67,2017-11-13,2017-11-23,t,
3123779,228,2017,D1,11,2017-11-24,2017-11-29,f,
6546445,228,2017,D0,11,2017-11-13,2017-11-23,f,
8274124,228,2017,D0,11,2017-11-13,2017-11-23,f,
282493,228,2017,D0,11,2017-11-13,2017-11-23,t,
5137286,228,2017,Z9,11,2017-11-13,2017-12-03,f,
7447260,228,2017,D0,11,2017-11-13,2017-11-23,t,
8134558,228,2017,D0,10,2017-11-13,2017-11-23,f,
8758099,228,2017,D0,67,2017-11-13,2017-11-23,f,
6767666,228,2017,D0,15,2017-11-13,2017-11-23,f,
5942170,228,2017,D0,20,2017-11-13,2017-11-23,f,
1345586,228,2017,D0,67,2017-11-13,2017-11-23,f,
287030,228,2017,T7,67,2017-11-06,2017-11-26,t,
8454601,228,2017,D0,11,2017-11-13,2017-11-23,t,
1058257,228,2017,D0,11,2017-11-13,2017-11-23,t,
2113962,228,2017,D0,67,2017-11-13,2017-11-23,f,
9179237,228,2017,D0,11,2017-11-13,2017-11-23,f,
8233435,228,2017,D1,15,2017-11-24,2017-11-29,f,
183653,228,2017,D0,11,2017-11-13,2017-11-23,t,
7507018,228,2017,D0,11,2017-11-13,2017-11-23,t,
7388389,228,2017,D1,15,2017-11-24,2017-11-29,f,
8758051,228,2017,D0,67,2017-11-13,2017-11-23,f,
4046473,228,2017,D0,11,2017-11-13,2017-11-23,t,
6075662,228,2017,D0,15,2017-11-13,2017-11-23,f,
8022596,228,2017,D0,20,2017-11-13,2017-11-23,f,
6316888,228,2017,D0,11,2017-11-13,2017-11-23,t,
9615568,228,2017,D0,67,2017-11-13,2017-11-23,f,
6322063,228,2017,D0,67,2017-11-13,2017-11-23,f,
8508892,228,2017,D0,11,2017-11-13,2017-11-23,t,
6577999,228,2017,D0,11,2017-11-13,2017-11-23,t,
8452775,228,2017,D0,67,2017-11-13,2017-11-23,f,
6944456,228,2017,D0,11,2017-11-13,2017-11-23,t,
3706743,228,2017,D0,15,2017-11-13,2017-11-23,f,
7671931,228,2017,D0,11,2017-11-13,2017-11-23,t,
269210,228,2017,B9,11,2017-07-17,2017-12-31,t,
824945,228,2017,D0,11,2017-11-13,2017-11-23,t,
5381832,228,2017,D0,15,2017-11-13,2017-11-23,f,
8601043,228,2017,D0,10,2017-11-13,2017-11-23,f,
8556480,228,2017,D1,11,2017-11-24,2017-11-29,f,
1873867,228,2017,D0,11,2017-11-13,2017-11-23,t,
8724346,228,2017,D0,10,2017-11-13,2017-11-23,f,
2144546,228,2017,D0,10,2017-11-13,2017-11-23,f,
8281658,228,2017,D0,67,2017-11-13,2017-11-23,f,
5052312,228,2017,D1,20,2017-11-24,2017-11-29,f,
3596764,228,2017,D0,67,2017-11-13,2017-11-23,t,
3596764,228,2017,D1,11,2017-11-24,2017-11-29,f,
7654767,228,2017,D0,10,2017-11-13,2017-11-23,f,
9366804,228,2017,D0,04,2017-11-13,2017-11-23,t,
9725373,228,2017,D0,67,2017-11-13,2017-11-23,f,
9821082,228,2017,D0,11,2017-11-13,2017-11-23,t,
8179177,228,2017,D1,11,2017-11-24,2017-11-29,t,
8179177,228,2017,D0,67,2017-11-13,2017-11-23,f,
3811195,228,2017,D1,11,2017-11-24,2017-11-29,f,
8221609,228,2017,D0,11,2017-11-13,2017-11-23,f,
9149889,228,2017,D0,11,2017-11-13,2017-11-23,t,
8552260,228,2017,D0,20,2017-11-13,2017-11-23,f,
714895,228,2017,D0,11,2017-11-13,2017-11-23,f,
5395563,228,2017,D0,67,2017-11-13,2017-11-23,f,
8539858,228,2017,D0,67,2017-11-13,2017-11-23,f,
8178996,228,2017,D1,11,2017-11-24,2017-11-29,t,
8178996,228,2017,D0,67,2017-11-13,2017-11-23,f,
8757719,228,2017,D1,20,2017-11-24,2017-11-29,f,
9874668,228,2017,D0,11,2017-11-13,2017-11-23,f,
9400300,228,2017,D0,11,2017-11-13,2017-11-23,f,
8470526,228,2017,D0,11,2017-11-13,2017-11-23,f,
188504,228,2017,D0,20,2017-11-13,2017-11-23,t,
7521656,228,2017,D0,11,2017-11-13,2017-11-23,t,E
5926743,228,2017,D0,11,2017-11-13,2017-11-23,t,
6775807,228,2017,D0,67,2017-11-13,2017-11-23,f,
7959800,228,2017,D1,10,2017-11-24,2017-11-29,f,
8397915,228,2017,T7,67,2017-11-06,2017-11-26,t,
1305986,228,2017,D0,04,2017-11-13,2017-11-23,t,
285944,228,2017,D1,10,2017-11-24,2017-11-29,f,
3918023,228,2017,D0,11,2017-11-13,2017-11-23,f,
7482605,228,2017,D0,11,2017-11-13,2017-11-23,t,E
183431,228,2017,D0,20,2017-11-13,2017-11-23,t,
8618096,228,2017,D0,11,2017-11-13,2017-11-23,t,E
9401789,228,2017,D1,20,2017-11-24,2017-11-29,f,
7805978,228,2017,D0,11,2017-11-13,2017-11-23,f,
9574872,228,2017,D1,11,2017-11-24,2017-11-29,t,
9574872,228,2017,D0,10,2017-11-13,2017-11-23,f,
8126478,228,2017,D1,11,2017-11-24,2017-11-29,f,
6579757,228,2017,D0,67,2017-11-13,2017-11-23,t,
7572726,228,2017,D1,11,2017-11-24,2017-11-29,f,
8750048,228,2017,D0,10,2017-11-13,2017-11-23,f,
5381658,228,2017,D0,67,2017-11-13,2017-11-23,t,
8281719,228,2017,D0,67,2017-11-13,2017-11-23,f,
8238812,228,2017,D0,67,2017-11-13,2017-11-23,f,
8238812,228,2017,D1,11,2017-11-24,2017-11-29,t,
7406557,228,2017,D0,11,2017-11-13,2017-11-23,f,
53581,228,2017,D0,11,2017-11-13,2017-11-23,t,
6484488,228,2017,T7,67,2017-11-06,2017-11-26,t,
8074427,228,2017,D0,11,2017-11-13,2017-11-23,f,
8500032,228,2017,T7,67,2017-11-06,2017-11-26,t,
8614012,228,2017,D1,11,2017-11-24,2017-11-29,t,
2844507,228,2017,D0,67,2017-11-13,2017-11-23,t,
5768473,228,2017,D0,20,2017-11-13,2017-11-23,t,
677343,228,2017,D0,04,2017-11-13,2017-11-23,t,
714581,228,2017,D0,11,2017-11-13,2017-11-23,f,
8210368,228,2017,D0,11,2017-11-13,2017-11-23,t,
7300527,228,2017,D0,11,2017-11-13,2017-11-23,f,
4741569,228,2017,D0,04,2017-11-13,2017-11-23,t,
5137675,228,2017,Z9,11,2017-11-13,2017-12-03,f,
2726452,228,2017,D0,11,2017-11-13,2017-11-23,t,
9142699,228,2017,D0,10,2017-11-13,2017-11-23,t,
9024018,228,2017,D0,11,2017-11-13,2017-11-23,f,
7960264,228,2017,D0,20,2017-11-13,2017-11-23,f,
9741489,228,2017,D0,67,2017-11-13,2017-11-23,f,
7300213,228,2017,D0,11,2017-11-13,2017-11-23,f,
8244943,228,2017,D1,15,2017-11-24,2017-11-29,f,
269180,228,2017,B9,11,2017-07-17,2017-12-31,t,
6776927,228,2017,D0,11,2017-11-13,2017-11-23,t,
25069,228,2017,D0,11,2017-11-13,2017-11-23,f,
8601128,228,2017,D0,10,2017-11-13,2017-11-23,f,
7089033,228,2017,D0,11,2017-11-13,2017-11-23,t,
501587,228,2017,D1,11,2017-11-24,2017-11-29,f,
3479579,228,2017,D0,11,2017-11-13,2017-11-23,f,
1097386,228,2017,D0,15,2017-11-13,2017-11-23,f,
2782946,228,2017,D0,67,2017-11-13,2017-11-23,f,
8163480,228,2017,D0,11,2017-11-13,2017-11-23,f,
8013617,228,2017,D0,11,2017-11-13,2017-11-23,t,
7519172,228,2017,D0,67,2017-11-13,2017-11-23,f,
137427,228,2017,L2,15,2017-11-01,2017-11-30,f,
8757795,228,2017,D0,11,2017-11-13,2017-11-23,t,
8613916,228,2017,D1,11,2017-11-24,2017-11-29,t,
5768237,228,2017,D0,20,2017-11-13,2017-11-23,t,
797980,228,2017,L2,10,2017-11-01,2017-11-30,f,
9377183,228,2017,D1,11,2017-11-24,2017-11-29,f,
4920100,228,2017,L2,10,2017-11-01,2017-11-30,f,
6894607,228,2017,D1,11,2017-11-24,2017-11-29,f,
9150649,228,2017,D0,11,2017-11-13,2017-11-23,f,
7479261,228,2017,L2,30,2017-11-01,2017-11-30,f,
5892918,228,2017,D0,11,2017-11-13,2017-11-23,t,
183493,228,2017,D0,11,2017-11-13,2017-11-23,t,
9207534,228,2017,D1,20,2017-11-24,2017-11-29,f,
9207534,228,2017,D0,67,2017-11-13,2017-11-23,f,
9759026,228,2017,D1,04,2017-11-24,2017-11-29,t,E
285913,228,2017,D1,10,2017-11-24,2017-11-29,f,
8933571,228,2017,D0,15,2017-11-13,2017-11-23,f,
9615728,228,2017,D0,67,2017-11-13,2017-11-23,f,
3603219,228,2017,D1,11,2017-11-24,2017-11-29,f,
3347410,228,2017,D0,11,2017-11-13,2017-11-23,f,
9742240,228,2017,D0,11,2017-11-13,2017-11-23,f,
183486,228,2017,D0,11,2017-11-13,2017-11-23,t,
6781747,228,2017,D0,11,2017-11-13,2017-11-23,f,
7406526,228,2017,D0,11,2017-11-13,2017-11-23,f,
4224260,228,2017,D0,11,2017-11-13,2017-11-23,t,
7466599,228,2017,D0,04,2017-11-13,2017-11-23,t,
8931546,228,2017,D0,67,2017-11-13,2017-11-23,f,
1272769,228,2017,D0,11,2017-11-13,2017-11-23,t,
6631295,228,2017,D1,04,2017-11-24,2017-11-29,t,E
9149759,228,2017,D0,15,2017-11-13,2017-11-23,f,
9874675,228,2017,D0,11,2017-11-13,2017-11-23,f,
4224253,228,2017,D0,11,2017-11-13,2017-11-23,t,
6322179,228,2017,D0,67,2017-11-13,2017-11-23,f,
7481998,228,2017,D0,15,2017-11-13,2017-11-23,f,
4373333,228,2017,D1,11,2017-11-24,2017-11-29,f,
8613909,228,2017,D1,11,2017-11-24,2017-11-29,t,
3352742,228,2017,D0,11,2017-11-13,2017-11-23,t,
8552451,228,2017,D1,20,2017-11-24,2017-11-29,f,
4965828,228,2017,D0,04,2017-11-13,2017-11-23,t,
9398041,228,2017,D0,04,2017-11-13,2017-11-23,t,
4883665,228,2017,Z8,11,2017-11-13,2017-12-03,f,
7274248,228,2017,D0,67,2017-11-13,2017-11-23,f,
2196828,228,2017,D0,20,2017-11-13,2017-11-23,f,
651619,228,2017,ZZ,30,2017-04-07,2017-12-31,f,
183172,228,2017,D0,67,2017-11-13,2017-11-23,f,
9206889,228,2017,D0,15,2017-11-13,2017-11-23,f,
9739080,228,2017,D0,11,2017-11-13,2017-11-23,f,
7783375,228,2017,D0,11,2017-11-13,2017-11-23,f,
4422154,228,2017,D0,67,2017-11-13,2017-11-23,f,
7701089,228,2017,D0,11,2017-11-13,2017-11-23,t,E
5892758,228,2017,D0,11,2017-11-13,2017-11-23,t,
8238843,228,2017,D1,11,2017-11-24,2017-11-29,t,
8238843,228,2017,D0,67,2017-11-13,2017-11-23,f,
2170163,228,2017,D0,11,2017-11-13,2017-11-23,t,
1415807,228,2017,D0,04,2017-11-13,2017-11-23,t,
9178674,228,2017,D0,11,2017-11-13,2017-11-23,f,
3008588,228,2017,D0,11,2017-11-13,2017-11-23,t,
8554363,228,2017,D0,11,2017-11-13,2017-11-23,f,
4280532,228,2017,D0,11,2017-11-13,2017-11-23,f,
4417815,228,2017,D0,11,2017-11-13,2017-11-23,f,
9734894,228,2017,D0,20,2017-11-13,2017-11-23,t,
8177067,228,2017,D1,11,2017-11-24,2017-11-29,f,
8281672,228,2017,D0,67,2017-11-13,2017-11-23,f,
5417746,228,2017,D0,11,2017-11-13,2017-11-23,f,
8758037,228,2017,D0,67,2017-11-13,2017-11-23,f,
9376629,228,2017,D0,67,2017-11-13,2017-11-23,f,
5230918,228,2017,D0,15,2017-11-13,2017-11-23,f,
4680189,228,2017,D0,04,2017-11-13,2017-11-23,t,
3682870,228,2017,D0,04,2017-11-13,2017-11-23,t,
1465734,228,2017,D0,25,2017-11-13,2017-11-23,f,
2361943,228,2017,D0,67,2017-11-13,2017-11-23,f,
5228144,228,2017,D0,67,2017-11-13,2017-11-23,f,
7029855,228,2017,D1,11,2017-11-24,2017-11-29,t,
8613930,228,2017,D1,11,2017-11-24,2017-11-29,t,
5314670,228,2017,D0,11,2017-11-13,2017-11-23,t,
8264934,228,2017,D0,10,2017-11-13,2017-11-23,f,
3687073,228,2017,D0,67,2017-11-13,2017-11-23,f,
1961007,228,2017,D0,67,2017-11-13,2017-11-23,f,
8725558,228,2017,ZZ,20,2017-10-25,2017-12-31,f,
2730336,228,2017,D0,11,2017-11-13,2017-11-23,f,
9198900,228,2017,D0,67,2017-11-13,2017-11-23,f,
7871263,228,2017,D0,04,2017-11-13,2017-11-23,t,
9150700,228,2017,D0,11,2017-11-13,2017-11-23,f,
7728512,228,2017,L2,10,2017-11-01,2017-11-30,f,
8150374,228,2017,D0,67,2017-11-13,2017-11-23,f,
8299622,228,2017,D0,67,2017-11-13,2017-11-23,f,
4381048,228,2017,D0,11,2017-11-13,2017-11-23,t,
9364855,228,2017,M9,11,2017-11-20,2017-12-24,t,U
6501642,228,2017,D0,11,2017-11-13,2017-11-23,t,
3675551,228,2017,G4,67,2017-09-21,2018-01-31,f,
4922234,228,2017,D1,11,2017-11-24,2017-11-29,t,
8268055,228,2017,D0,67,2017-11-13,2017-11-23,f,
8021919,228,2017,D0,11,2017-11-13,2017-11-23,f,
9722907,228,2017,D0,67,2017-11-13,2017-11-23,f,
7009970,228,2017,D0,11,2017-11-13,2017-11-23,f,
824976,228,2017,D0,11,2017-11-13,2017-11-23,t,
8420569,228,2017,D0,11,2017-11-13,2017-11-23,f,
7846193,228,2017,D0,67,2017-11-13,2017-11-23,f,
7777572,228,2017,D0,04,2017-11-13,2017-11-23,t,
7774786,228,2017,D0,11,2017-11-13,2017-11-23,f,
8447108,228,2017,D0,67,2017-11-13,2017-11-23,f,
2564467,228,2017,D0,11,2017-11-13,2017-11-23,t,
7274613,228,2017,T7,67,2017-11-06,2017-11-26,t,
5197990,228,2017,D0,11,2017-11-13,2017-11-23,t,
4597371,228,2017,D0,04,2017-11-13,2017-11-23,t,
7804490,228,2017,D1,11,2017-11-24,2017-11-29,f,
9082452,228,2017,D0,15,2017-11-13,2017-11-23,f,
3235427,228,2017,D0,67,2017-11-13,2017-11-23,t,
5578607,228,2017,D0,67,2017-11-13,2017-11-23,f,
2907677,228,2017,D0,11,2017-11-13,2017-11-23,f,
9375424,228,2017,D0,67,2017-11-13,2017-11-23,f,
7783382,228,2017,D0,11,2017-11-13,2017-11-23,f,
7017272,228,2017,D0,11,2017-11-13,2017-11-23,f,
3071391,228,2017,D0,11,2017-11-13,2017-11-23,t,
2829412,228,2017,D1,11,2017-11-24,2017-11-29,t,
691011,228,2017,D0,11,2017-11-13,2017-11-23,t,
257286,228,2017,D0,11,2017-11-13,2017-11-23,f,
8104452,228,2017,D0,15,2017-11-13,2017-11-23,f,
8104445,228,2017,D0,15,2017-11-13,2017-11-23,f,
7740576,228,2017,D0,11,2017-11-13,2017-11-23,t,
3242388,228,2017,D0,67,2017-11-13,2017-11-23,f,
8105190,228,2017,D0,15,2017-11-13,2017-11-23,f,
7522035,228,2017,D0,11,2017-11-13,2017-11-23,t,E
1531477,228,2017,L2,20,2017-11-01,2017-11-30,f,
4625562,228,2017,D1,11,2017-11-24,2017-11-29,f,
4636674,228,2017,D0,11,2017-11-13,2017-11-23,t,
3695634,228,2017,D0,11,2017-11-13,2017-11-23,f,
7259627,228,2017,D0,67,2017-11-13,2017-11-23,t,
8451860,228,2017,D0,67,2017-11-13,2017-11-23,f,
5767353,228,2017,D0,67,2017-11-13,2017-11-23,t,
2168139,228,2017,D1,11,2017-11-24,2017-11-29,t,
9832941,228,2017,G4,67,2017-09-21,2018-01-31,f,
65928,228,2017,D1,11,2017-11-24,2017-11-29,t,
5694857,228,2017,W2,10,2017-11-21,2017-12-03,f,
6788760,228,2017,G4,67,2017-09-21,2018-01-31,f,
9139958,228,2017,G4,67,2017-09-21,2018-01-31,f,
6446691,228,2017,W2,10,2017-11-21,2017-12-03,f,
8348177,228,2017,D1,11,2017-11-24,2017-11-29,f,
6027968,228,2017,W2,10,2017-11-21,2017-12-03,f,
6652627,228,2017,G4,67,2017-09-21,2018-01-31,f,
6935447,228,2017,W2,10,2017-11-21,2017-12-03,f,
6231495,228,2017,G4,67,2017-09-21,2018-01-31,f,
8032175,228,2017,W2,10,2017-11-21,2017-12-03,f,
9755691,228,2017,G4,67,2017-09-21,2018-01-31,f,
1390753,228,2017,G4,67,2017-09-21,2018-01-31,f,
5720334,228,2017,G4,67,2017-09-21,2018-01-31,f,
7758885,228,2017,G4,67,2017-09-21,2018-01-31,f,
6586434,228,2017,G4,67,2017-09-21,2018-01-31,f,
1353857,228,2017,L2,04,2017-11-10,2017-11-25,f,
1353857,228,2017,M9,11,2017-11-26,2017-12-24,t,
7438343,228,2017,G4,67,2017-09-21,2018-01-31,f,
9346585,228,2017,G4,67,2017-09-21,2018-01-31,f,
8488354,228,2017,W2,10,2017-11-21,2017-12-03,f,
9207411,228,2017,D0,15,2017-11-13,2017-11-23,f,
8653219,228,2017,W2,11,2017-11-24,2017-12-31,f,
8653219,228,2017,D0,11,2017-11-13,2017-11-23,t,
9733408,228,2017,G4,67,2017-09-21,2018-01-31,f,
1508660,228,2017,D1,11,2017-11-27,2017-11-27,t,
1729843,228,2017,W2,04,2017-11-21,2018-01-04,f,
7005811,228,2017,W2,10,2017-11-21,2017-12-03,f,
578534,228,2017,G4,67,2017-09-21,2018-01-31,f,
7006245,228,2017,W2,10,2017-11-21,2017-12-03,f,
1352324,228,2017,L2,04,2017-11-10,2017-11-25,f,
1352324,228,2017,M9,11,2017-11-26,2017-12-24,t,
7555590,228,2017,W2,10,2017-11-21,2017-12-03,f,
6687186,228,2017,G4,67,2017-09-21,2018-01-31,f,
5664041,228,2017,G4,67,2017-09-21,2018-01-31,f,
6818924,228,2017,G4,67,2017-09-21,2018-01-31,f,
7555620,228,2017,W2,10,2017-11-21,2017-12-03,f,
5694949,228,2017,W2,10,2017-11-21,2017-12-03,f,
8034254,228,2017,W2,10,2017-11-21,2017-12-03,f,
6865850,228,2017,G4,67,2017-09-21,2018-01-31,f,
6752167,228,2017,R7,11,2017-11-27,2017-12-17,f,
7006115,228,2017,W2,10,2017-11-21,2017-12-03,f,
1352225,228,2017,M9,11,2017-11-26,2017-12-24,t,
1352225,228,2017,L2,04,2017-11-10,2017-11-25,f,
8590484,228,2017,G4,67,2017-09-21,2018-01-31,f,
